game_date,athlete_display_name,team_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,home_away,team_winner
9/26/2025,Jaylyn Sherrod,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/26/2025,Alyssa Thomas,Mercury,36,9,18,0,0,3,4,3,6,9,8,5,2,4,3,12,21,TRUE,FALSE,FALSE,home,TRUE
9/26/2025,Natasha Mack,Mercury,12,0,1,0,0,0,0,1,4,5,0,0,2,1,0,1,0,TRUE,FALSE,FALSE,home,TRUE
9/26/2025,Satou Sabally,Mercury,30,5,11,2,4,11,11,2,2,4,0,0,0,3,3,12,23,TRUE,FALSE,FALSE,home,TRUE
9/26/2025,Kahleah Copper,Mercury,36,9,13,1,3,2,3,0,3,3,2,0,0,3,4,8,21,TRUE,FALSE,FALSE,home,TRUE
9/26/2025,Monique Akoa Makani,Mercury,23,3,7,2,4,0,0,3,2,5,2,0,0,1,3,-1,8,TRUE,FALSE,FALSE,home,TRUE
9/26/2025,DeWanna Bonner,Mercury,22,1,7,0,4,2,2,2,6,8,2,1,1,0,0,9,4,FALSE,FALSE,FALSE,home,TRUE
9/26/2025,Kathryn Westbeld,Mercury,15,1,1,1,1,0,0,1,1,2,1,1,0,0,0,-7,3,FALSE,FALSE,FALSE,home,TRUE
9/26/2025,Sami Whitcomb,Mercury,24,2,7,0,2,0,2,0,1,1,4,2,0,3,2,6,4,FALSE,FALSE,FALSE,home,TRUE
9/26/2025,Kalani Brown,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/26/2025,Kitija Laksa,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/26/2025,Kiana Williams,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/26/2025,Lexi Held,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/26/2025,NaLyssa Smith,Aces,33,8,13,0,0,0,1,2,2,4,0,1,4,1,5,15,16,TRUE,FALSE,FALSE,away,TRUE
9/26/2025,Kierstan Bell,Aces,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,TRUE,FALSE,FALSE,away,TRUE
9/26/2025,A'ja Wilson,Aces,38,6,20,1,2,0,1,0,8,8,4,1,3,3,4,7,13,TRUE,FALSE,FALSE,away,TRUE
9/26/2025,Chelsea Gray,Aces,36,5,7,1,1,4,5,0,3,3,6,2,1,2,1,17,15,TRUE,FALSE,FALSE,away,TRUE
9/26/2025,Jackie Young,Aces,34,9,14,1,3,6,6,0,5,5,4,1,0,4,3,2,25,TRUE,FALSE,FALSE,away,TRUE
9/26/2025,Megan Gustafson,Aces,6,2,3,1,1,0,0,2,1,3,0,1,0,0,1,2,5,FALSE,FALSE,FALSE,away,TRUE
9/26/2025,Jewell Loyd,Aces,23,0,3,0,3,0,0,0,2,2,0,1,1,1,3,1,0,FALSE,FALSE,FALSE,away,TRUE
9/26/2025,Dana Evans,Aces,23,3,5,0,0,4,4,0,1,1,5,1,0,3,2,17,10,FALSE,FALSE,FALSE,away,TRUE
9/26/2025,Cheyenne Parker-Tyus,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/26/2025,Kiah Stokes,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/26/2025,Aaliyah Nye,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/26/2025,Natasha Howard,Fever,15,2,4,0,0,1,2,4,1,5,0,0,0,0,1,-5,5,TRUE,FALSE,FALSE,home,FALSE
9/26/2025,Aliyah Boston,Fever,38,5,16,0,2,2,2,3,5,8,4,1,1,3,3,-8,12,TRUE,FALSE,FALSE,home,FALSE
9/26/2025,Odyssey Sims,Fever,19,0,7,0,1,2,2,2,2,4,2,0,0,3,1,-10,2,TRUE,FALSE,FALSE,home,FALSE
9/26/2025,Kelsey Mitchell,Fever,37,8,26,3,11,2,5,1,1,2,1,2,0,2,2,-15,21,TRUE,FALSE,FALSE,home,FALSE
9/26/2025,Lexie Hull,Fever,32,6,10,3,6,1,2,2,8,10,4,1,2,1,6,-2,16,TRUE,FALSE,FALSE,home,FALSE
9/26/2025,Brianna Turner,Fever,11,1,1,0,0,0,0,1,2,3,0,1,0,1,1,-3,2,FALSE,FALSE,FALSE,home,FALSE
9/26/2025,Makayla Timpson,Fever,17,2,3,0,0,1,3,2,2,4,0,1,2,2,1,-11,5,FALSE,FALSE,FALSE,home,FALSE
9/26/2025,Shey Peddy,Fever,21,2,4,1,3,3,3,1,1,2,2,0,0,2,3,2,8,FALSE,FALSE,FALSE,home,FALSE
9/26/2025,Aerial Powers,Fever,11,0,2,0,0,1,2,0,1,1,1,0,0,0,3,-8,1,FALSE,FALSE,FALSE,home,FALSE
9/26/2025,Damiris Dantas,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/26/2025,Chloe Bibby,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/26/2025,Sydney Colson,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/26/2025,Sophie Cunningham,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/26/2025,Aari McDonald,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/26/2025,Caitlin Clark,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/26/2025,Bree Hall,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/23/2025,Natasha Howard,Fever,23,3,6,0,0,0,0,2,5,7,1,1,0,3,3,3,6,TRUE,FALSE,FALSE,away,FALSE
9/23/2025,Aliyah Boston,Fever,29,5,9,0,0,0,0,5,8,13,3,0,0,3,3,-18,10,TRUE,FALSE,FALSE,away,FALSE
9/23/2025,Odyssey Sims,Fever,32,7,12,1,2,3,5,0,0,0,7,1,0,6,2,-8,18,TRUE,FALSE,FALSE,away,FALSE
9/23/2025,Kelsey Mitchell,Fever,31,4,14,1,6,4,4,0,1,1,5,2,0,3,3,-17,13,TRUE,FALSE,FALSE,away,FALSE
9/23/2025,Lexie Hull,Fever,29,5,16,5,11,0,0,3,0,3,2,0,0,0,3,-17,15,TRUE,FALSE,FALSE,away,FALSE
9/23/2025,Brianna Turner,Fever,25,0,0,0,0,1,2,1,2,3,0,1,0,2,2,-28,1,FALSE,FALSE,FALSE,away,FALSE
9/23/2025,Makayla Timpson,Fever,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,FALSE,FALSE,FALSE,away,FALSE
9/23/2025,Shey Peddy,Fever,17,1,2,0,1,2,2,0,2,2,0,0,1,1,2,-19,4,FALSE,FALSE,FALSE,away,FALSE
9/23/2025,Aerial Powers,Fever,7,0,2,0,0,1,2,0,0,0,0,0,0,0,1,-7,1,FALSE,FALSE,FALSE,away,FALSE
9/23/2025,Bree Hall,Fever,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,away,FALSE
9/23/2025,Damiris Dantas,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/23/2025,Sophie Cunningham,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/23/2025,NaLyssa Smith,Aces,30,7,9,0,0,4,9,2,5,7,1,1,0,2,4,14,18,TRUE,FALSE,FALSE,home,TRUE
9/23/2025,Kierstan Bell,Aces,10,2,3,0,1,0,0,0,1,1,1,2,0,0,1,-4,4,TRUE,FALSE,FALSE,home,TRUE
9/23/2025,A'ja Wilson,Aces,33,10,18,1,1,4,4,1,8,9,1,5,2,3,1,24,25,TRUE,FALSE,FALSE,home,TRUE
9/23/2025,Chelsea Gray,Aces,31,2,6,0,0,2,3,0,1,1,10,3,0,3,3,20,6,TRUE,FALSE,FALSE,home,TRUE
9/23/2025,Jackie Young,Aces,32,5,11,2,5,1,1,3,2,5,5,0,0,3,4,21,13,TRUE,FALSE,FALSE,home,TRUE
9/23/2025,Cheyenne Parker-Tyus,Aces,4,1,3,0,0,0,0,1,0,1,0,0,0,0,0,-2,2,FALSE,FALSE,FALSE,home,TRUE
9/23/2025,Kiah Stokes,Aces,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-2,0,FALSE,FALSE,FALSE,home,TRUE
9/23/2025,Megan Gustafson,Aces,7,1,3,0,2,0,0,0,0,0,0,0,0,0,1,8,2,FALSE,FALSE,FALSE,home,TRUE
9/23/2025,Jewell Loyd,Aces,26,2,3,2,3,4,4,1,3,4,1,0,0,3,4,22,10,FALSE,FALSE,FALSE,home,TRUE
9/23/2025,Dana Evans,Aces,19,5,9,0,0,0,0,0,1,1,3,1,0,0,2,11,10,FALSE,FALSE,FALSE,home,TRUE
9/23/2025,Aaliyah Nye,Aces,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,FALSE,FALSE,FALSE,home,TRUE
9/23/2025,Alyssa Thomas,Mercury,43,6,15,0,0,7,10,2,6,8,13,1,0,4,3,13,19,TRUE,FALSE,FALSE,away,TRUE
9/23/2025,Natasha Mack,Mercury,19,2,3,0,0,0,0,2,3,5,2,1,1,0,2,-14,4,TRUE,FALSE,FALSE,away,TRUE
9/23/2025,Satou Sabally,Mercury,38,9,22,5,11,1,1,3,6,9,1,0,0,2,4,0,24,TRUE,FALSE,FALSE,away,TRUE
9/23/2025,Kahleah Copper,Mercury,33,3,8,2,5,0,0,0,1,1,3,1,0,1,3,-1,8,TRUE,FALSE,FALSE,away,TRUE
9/23/2025,Monique Akoa Makani,Mercury,19,3,5,1,2,2,2,1,2,3,3,0,0,3,0,-3,9,TRUE,FALSE,FALSE,away,TRUE
9/23/2025,DeWanna Bonner,Mercury,26,2,9,0,2,0,0,0,3,3,1,1,0,2,1,6,4,FALSE,FALSE,FALSE,away,TRUE
9/23/2025,Kathryn Westbeld,Mercury,15,3,4,2,3,0,0,1,3,4,0,4,0,0,0,15,8,FALSE,FALSE,FALSE,away,TRUE
9/23/2025,Sami Whitcomb,Mercury,33,5,13,3,9,0,0,0,4,4,6,2,0,2,2,14,13,FALSE,FALSE,FALSE,away,TRUE
9/23/2025,Kalani Brown,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/23/2025,Kitija Laksa,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/23/2025,Kiana Williams,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/23/2025,Lexi Held,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/23/2025,Bridget Carleton,Lynx,41,0,7,0,5,2,2,3,2,5,1,2,1,1,0,-5,2,TRUE,FALSE,FALSE,home,FALSE
9/23/2025,Alanna Smith,Lynx,30,6,9,1,3,0,0,1,8,9,5,0,3,2,4,-9,13,TRUE,FALSE,FALSE,home,FALSE
9/23/2025,Napheesa Collier,Lynx,38,10,22,2,8,2,2,0,6,6,1,3,2,1,3,-11,24,TRUE,FALSE,FALSE,home,FALSE
9/23/2025,Kayla McBride,Lynx,43,8,15,4,8,1,1,1,0,1,3,1,0,3,0,-6,21,TRUE,FALSE,FALSE,home,FALSE
9/23/2025,Courtney Williams,Lynx,36,9,19,0,3,2,2,0,7,7,9,3,0,7,4,-3,20,TRUE,FALSE,FALSE,home,FALSE
9/23/2025,Jessica Shepard,Lynx,15,1,1,0,0,1,2,2,5,7,2,0,0,2,1,1,3,FALSE,FALSE,FALSE,home,FALSE
9/23/2025,Maria Kliundikova,Lynx,7,0,2,0,1,0,0,0,1,1,0,0,1,0,0,5,0,FALSE,FALSE,FALSE,home,FALSE
9/23/2025,Camryn Taylor,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,FALSE
9/23/2025,Anastasiia Olairi Kosu,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,FALSE
9/23/2025,Natisha Hiedeman,Lynx,15,0,0,0,0,0,0,0,1,1,1,0,0,1,1,-2,0,FALSE,FALSE,FALSE,home,FALSE
9/23/2025,Jaylyn Sherrod,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,FALSE
9/23/2025,DiJonai Carrington,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
9/21/2025,Alyssa Thomas,Mercury,37,9,17,0,0,0,0,2,6,8,7,3,0,2,1,-14,18,TRUE,FALSE,FALSE,away,FALSE
9/21/2025,Natasha Mack,Mercury,12,3,4,0,0,0,0,2,1,3,0,0,0,0,0,-3,6,TRUE,FALSE,FALSE,away,FALSE
9/21/2025,Satou Sabally,Mercury,32,3,11,0,5,4,4,0,6,6,3,2,0,0,0,-12,10,TRUE,FALSE,FALSE,away,FALSE
9/21/2025,Kahleah Copper,Mercury,37,10,23,2,8,0,0,0,2,2,1,0,0,2,1,-13,22,TRUE,FALSE,FALSE,away,FALSE
9/21/2025,Monique Akoa Makani,Mercury,22,1,6,0,3,0,0,0,1,1,3,0,0,0,1,-1,2,TRUE,FALSE,FALSE,away,FALSE
9/21/2025,DeWanna Bonner,Mercury,25,0,4,0,3,0,0,2,7,9,2,0,0,1,3,-17,0,FALSE,FALSE,FALSE,away,FALSE
9/21/2025,Kathryn Westbeld,Mercury,10,0,1,0,1,0,0,0,3,3,1,1,0,1,0,-1,0,FALSE,FALSE,FALSE,away,FALSE
9/21/2025,Sami Whitcomb,Mercury,24,5,9,1,3,0,0,1,2,3,2,0,0,4,0,-4,11,FALSE,FALSE,FALSE,away,FALSE
9/21/2025,Kalani Brown,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/21/2025,Kitija Laksa,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/21/2025,Kiana Williams,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/21/2025,Lexi Held,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/21/2025,Bridget Carleton,Lynx,30,2,5,1,3,0,0,1,7,8,3,0,0,1,4,18,5,TRUE,FALSE,FALSE,home,TRUE
9/21/2025,Alanna Smith,Lynx,26,2,6,0,4,0,0,2,4,6,3,0,1,3,3,3,4,TRUE,FALSE,FALSE,home,TRUE
9/21/2025,Napheesa Collier,Lynx,34,8,16,2,6,0,0,3,6,9,2,0,0,3,1,9,18,TRUE,FALSE,FALSE,home,TRUE
9/21/2025,Kayla McBride,Lynx,38,6,17,4,9,5,5,0,6,6,2,0,1,0,0,14,21,TRUE,FALSE,FALSE,home,TRUE
9/21/2025,Courtney Williams,Lynx,33,11,19,1,2,0,1,0,8,8,7,5,0,3,1,11,23,TRUE,FALSE,FALSE,home,TRUE
9/21/2025,Jessica Shepard,Lynx,12,1,3,0,0,0,0,0,1,1,1,0,0,0,1,0,2,FALSE,FALSE,FALSE,home,TRUE
9/21/2025,Maria Kliundikova,Lynx,8,2,3,0,1,0,0,2,2,4,1,2,0,0,0,14,4,FALSE,FALSE,FALSE,home,TRUE
9/21/2025,Natisha Hiedeman,Lynx,19,2,8,1,4,0,0,0,0,0,2,0,0,2,0,-4,5,FALSE,FALSE,FALSE,home,TRUE
9/21/2025,Camryn Taylor,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/21/2025,Anastasiia Olairi Kosu,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/21/2025,DiJonai Carrington,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/21/2025,Jaylyn Sherrod,Lynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/21/2025,Natasha Howard,Fever,22,4,5,0,0,4,4,1,10,11,3,2,0,2,2,18,12,TRUE,FALSE,FALSE,away,TRUE
9/21/2025,Aliyah Boston,Fever,29,3,9,0,2,0,0,1,10,11,5,0,0,2,3,1,6,TRUE,FALSE,FALSE,away,TRUE
9/21/2025,Odyssey Sims,Fever,32,7,13,0,1,3,3,1,1,2,3,3,0,1,0,20,17,TRUE,FALSE,FALSE,away,TRUE
9/21/2025,Kelsey Mitchell,Fever,34,12,23,4,6,6,6,0,1,1,3,2,0,3,3,20,34,TRUE,FALSE,FALSE,away,TRUE
9/21/2025,Lexie Hull,Fever,35,2,6,1,3,1,2,0,2,2,2,0,1,0,1,24,6,TRUE,FALSE,FALSE,away,TRUE
9/21/2025,Brianna Turner,Fever,23,3,4,0,0,0,0,1,1,2,0,0,1,1,0,10,6,FALSE,FALSE,FALSE,away,TRUE
9/21/2025,Makayla Timpson,Fever,4,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2,2,FALSE,FALSE,FALSE,away,TRUE
9/21/2025,Shey Peddy,Fever,11,2,4,0,1,0,0,0,0,0,1,0,0,0,0,-7,4,FALSE,FALSE,FALSE,away,TRUE
9/21/2025,Aerial Powers,Fever,8,0,2,0,2,0,0,0,3,3,0,0,0,1,2,-8,0,FALSE,FALSE,FALSE,away,TRUE
9/21/2025,Bree Hall,Fever,1,1,2,0,1,0,0,1,1,2,0,0,0,0,1,0,2,FALSE,FALSE,FALSE,away,TRUE
9/21/2025,Damiris Dantas,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/21/2025,Sophie Cunningham,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
9/21/2025,NaLyssa Smith,Aces,15,2,4,0,0,0,0,1,1,2,0,0,0,0,0,-20,4,TRUE,FALSE,FALSE,home,FALSE
9/21/2025,Kierstan Bell,Aces,16,0,2,0,1,0,0,0,0,0,1,0,0,0,0,-15,0,TRUE,FALSE,FALSE,home,FALSE
9/21/2025,A'ja Wilson,Aces,34,6,22,0,1,4,5,2,11,13,1,0,4,3,4,-5,16,TRUE,FALSE,FALSE,home,FALSE
9/21/2025,Chelsea Gray,Aces,34,5,12,2,5,1,1,2,3,5,4,1,0,2,1,-23,13,TRUE,FALSE,FALSE,home,FALSE
9/21/2025,Jackie Young,Aces,35,9,16,1,5,0,1,3,4,7,2,0,0,5,3,-19,19,TRUE,FALSE,FALSE,home,FALSE
9/21/2025,Cheyenne Parker-Tyus,Aces,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,FALSE,FALSE,FALSE,home,FALSE
9/21/2025,Kiah Stokes,Aces,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,FALSE
9/21/2025,Megan Gustafson,Aces,8,0,0,0,0,4,4,0,3,3,0,0,0,0,1,7,4,FALSE,FALSE,FALSE,home,FALSE
9/21/2025,Jewell Loyd,Aces,28,1,5,1,4,0,0,0,1,1,1,3,0,1,5,0,3,FALSE,FALSE,FALSE,home,FALSE
9/21/2025,Dana Evans,Aces,23,6,9,1,1,1,1,0,2,2,3,1,0,1,1,4,14,FALSE,FALSE,FALSE,home,FALSE
9/21/2025,Aaliyah Nye,Aces,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,FALSE
9/19/2025,Breanna Stewart,Liberty,35,8,17,2,3,12,15,0,9,9,3,2,2,0,5,1,30,TRUE,FALSE,FALSE,away,FALSE
9/19/2025,Leonie Fiebich,Liberty,28,1,4,1,3,0,0,0,3,3,1,0,0,1,1,7,3,TRUE,FALSE,FALSE,away,FALSE
9/19/2025,Jonquel Jones,Liberty,33,1,10,0,5,1,2,1,7,8,4,0,1,0,5,0,3,TRUE,FALSE,FALSE,away,FALSE
9/19/2025,Natasha Cloud,Liberty,35,2,6,1,2,2,2,1,2,3,2,4,1,4,3,-9,7,TRUE,FALSE,FALSE,away,FALSE
9/19/2025,Sabrina Ionescu,Liberty,37,8,19,3,12,3,3,0,6,6,4,0,0,4,2,-7,22,TRUE,FALSE,FALSE,away,FALSE
9/19/2025,Kennedy Burke,Liberty,21,3,9,0,6,2,2,0,2,2,1,1,2,1,1,-17,8,FALSE,FALSE,FALSE,away,FALSE
9/19/2025,Emma Meesseman,Liberty,9,0,3,0,1,0,2,0,2,2,3,0,0,0,1,-3,0,FALSE,FALSE,FALSE,away,FALSE
9/19/2025,Rebekah Gardner,Liberty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,FALSE,FALSE,FALSE,away,FALSE
9/19/2025,Isabelle Harrison,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/19/2025,Stephanie Talbot,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/19/2025,Nyara Sabally,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/19/2025,Marine Johannes,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/19/2025,Alyssa Thomas,Mercury,37,7,18,0,0,6,8,1,10,11,11,2,1,5,2,3,20,TRUE,FALSE,FALSE,home,TRUE
9/19/2025,Natasha Mack,Mercury,19,0,0,0,0,0,0,2,1,3,1,0,0,0,1,-3,0,TRUE,FALSE,FALSE,home,TRUE
9/19/2025,Satou Sabally,Mercury,34,6,14,4,9,7,9,0,12,12,3,2,1,1,5,3,23,TRUE,FALSE,FALSE,home,TRUE
9/19/2025,Kahleah Copper,Mercury,34,5,15,2,4,0,0,1,8,9,0,1,0,3,3,11,12,TRUE,FALSE,FALSE,home,TRUE
9/19/2025,Monique Akoa Makani,Mercury,23,2,4,0,1,0,0,1,2,3,3,1,0,3,2,-8,4,TRUE,FALSE,FALSE,home,TRUE
9/19/2025,DeWanna Bonner,Mercury,21,2,8,0,2,0,0,1,7,8,2,1,1,0,5,9,4,FALSE,FALSE,FALSE,home,TRUE
9/19/2025,Kathryn Westbeld,Mercury,8,1,3,1,2,0,0,1,1,2,0,0,0,0,1,6,3,FALSE,FALSE,FALSE,home,TRUE
9/19/2025,Sami Whitcomb,Mercury,22,3,9,2,6,5,5,1,0,1,1,1,0,0,1,9,13,FALSE,FALSE,FALSE,home,TRUE
9/19/2025,Kalani Brown,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/19/2025,Kitija Laksa,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/19/2025,Kiana Williams,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/19/2025,Lexi Held,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
9/18/2025,Nneka Ogwumike,Storm,32,4,13,1,3,7,8,2,7,9,2,1,0,1,0,-4,16,TRUE,FALSE,FALSE,away,FALSE
9/18/2025,Gabby Williams,Storm,28,3,6,1,2,0,0,2,4,6,2,2,0,2,2,6,7,TRUE,FALSE,FALSE,away,FALSE
9/18/2025,Ezi Magbegor,Storm,26,4,7,0,1,1,3,1,4,5,2,2,0,1,4,-4,9,TRUE,FALSE,FALSE,away,FALSE
9/18/2025,Skylar Diggins,Storm,36,4,13,3,5,2,2,2,2,4,6,3,1,3,2,-5,13,TRUE,FALSE,FALSE,away,FALSE
9/18/2025,Brittney Sykes,Storm,23,4,5,0,0,1,1,1,1,2,0,0,1,3,0,-4,9,TRUE,FALSE,FALSE,away,FALSE
9/18/2025,Dominique Malonga,Storm,22,1,5,0,0,1,2,1,4,5,0,0,2,3,3,2,3,FALSE,FALSE,FALSE,away,FALSE
9/18/2025,Erica Wheeler,Storm,33,6,16,2,7,2,2,0,2,2,5,1,0,3,5,4,16,FALSE,FALSE,FALSE,away,FALSE
9/18/2025,Katie Lou Samuelson,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/18/2025,Mackenzie Holmes,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/18/2025,Tiffany Mitchell,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/18/2025,Lexie Brown,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/18/2025,Zia Cooke,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
9/18/2025,NaLyssa Smith,Aces,18,1,3,0,1,0,0,0,4,4,2,0,0,1,5,5,2,TRUE,FALSE,FALSE,home,TRUE
9/18/2025,Kierstan Bell,Aces,20,0,3,0,3,0,0,1,6,7,1,0,0,2,0,7,0,TRUE,FALSE,FALSE,home,TRUE
9/18/2025,A'ja Wilson,Aces,37,14,26,0,1,10,11,0,5,5,3,3,2,1,0,-4,38,TRUE,FALSE,FALSE,home,TRUE
9/18/2025,Chelsea Gray,Aces,37,5,8,2,3,0,0,0,2,2,8,2,2,5,3,3,12,TRUE,FALSE,FALSE,home,TRUE
9/18/2025,Jackie Young,Aces,34,6,12,1,2,1,2,1,1,2,1,4,0,3,3,3,14,TRUE,FALSE,FALSE,home,TRUE
9/18/2025,Cheyenne Parker-Tyus,Aces,10,0,2,0,1,2,2,0,2,2,1,0,0,0,0,-4,2,FALSE,FALSE,FALSE,home,TRUE
9/18/2025,Kiah Stokes,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,TRUE
9/18/2025,Jewell Loyd,Aces,29,2,4,0,0,0,0,2,3,5,2,2,1,1,2,1,4,FALSE,FALSE,FALSE,home,TRUE
9/18/2025,Dana Evans,Aces,14,0,3,0,1,2,2,0,0,0,2,0,0,0,2,-6,2,FALSE,FALSE,FALSE,home,TRUE
