athlete_display_name,team_name,game_date,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,team_winner,home_away,fg_pct,three_pt_pct,ft_pct
Cameron Brink,Sparks,2025-07-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4284832451499118,0.2885416666666667,0.75
Tina Charles,Sun,2025-07-24,33.0,24.0,10,2,1,0,2,10,18,1,1,3.0,3,False,home,0.5555555555555556,1.0,1.0
Olivia Nelson-Ododa,Sun,2025-07-24,29.0,17.0,4,0,0,2,0,7,12,0,0,3.0,4,False,home,0.5833333333333334,0.5,0.75
Bria Hartley,Sun,2025-07-24,18.0,16.0,3,2,1,0,2,5,9,2,3,4.0,4,False,home,0.5555555555555556,0.6666666666666666,1.0
Saniya Rivers,Sun,2025-07-24,18.0,5.0,2,1,0,1,1,0,1,0,0,5.0,6,False,home,0.0,0.3051190476190476,0.8333333333333334
Leila Lacan,Sun,2025-07-24,19.0,2.0,1,6,3,0,2,1,4,0,3,0.0,0,False,home,0.25,0.0,0.8333333333333333
Haley Peters,Sun,2025-07-24,5.0,3.0,0,0,0,0,0,1,4,1,4,0.0,0,False,home,0.25,0.25,0.7142857142857143
Aneesah Morrow,Sun,2025-07-24,13.0,5.0,8,0,0,0,1,2,5,1,1,0.0,0,False,home,0.4,1.0,0.7785714285714285
Lindsay Allen,Sun,2025-07-24,11.0,2.0,2,3,1,1,1,0,1,0,0,2.0,2,False,home,0.0,0.14102564102564102,1.0
Marina Mabrey,Sun,2025-07-24,26.0,7.0,2,3,2,0,3,2,12,2,8,1.0,2,False,home,0.16666666666666666,0.25,0.5
Jacy Sheldon,Sun,2025-07-24,22.0,5.0,2,1,0,0,0,1,8,1,3,2.0,2,False,home,0.125,0.3333333333333333,1.0
Mamignan Toure,Sun,2025-07-24,6.0,0.0,0,0,0,0,1,0,2,0,1,0.0,0,False,home,0.0,0.0,0.0
Rayah Marshall,Sun,2025-07-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.2484848484848485,0.0,0.5625
NaLyssa Smith,Aces,2025-07-24,26.0,10.0,10,2,1,0,3,4,8,0,1,2.0,4,False,away,0.5,0.0,0.5
A'ja Wilson,Aces,2025-07-24,30.0,20.0,6,2,3,1,5,7,17,0,1,6.0,6,False,away,0.4117647058823529,0.0,1.0
Chelsea Gray,Aces,2025-07-24,33.0,9.0,3,4,1,1,0,3,9,0,2,3.0,3,False,away,0.3333333333333333,0.0,1.0
Jewell Loyd,Aces,2025-07-24,27.0,8.0,2,0,0,0,1,3,7,1,3,1.0,2,False,away,0.42857142857142855,0.3333333333333333,0.5
Jackie Young,Aces,2025-07-24,32.0,19.0,3,3,1,0,1,8,14,1,4,2.0,2,False,away,0.5714285714285714,0.25,1.0
Cheyenne Parker-Tyus,Aces,2025-07-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3714285714285714,0.4,0.8125
Joyner Holmes,Aces,2025-07-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.2222222222222222,0.1111111111111111,0.0
Kierstan Bell,Aces,2025-07-24,5.0,4.0,2,0,0,0,1,2,3,0,1,0.0,0,False,away,0.6666666666666666,0.0,0.75
Kiah Stokes,Aces,2025-07-24,5.0,0.0,3,0,0,1,2,0,0,0,0,0.0,0,False,away,0.3108843537414966,0.14705882352941177,0.625
Megan Gustafson,Aces,2025-07-24,12.0,0.0,6,0,0,0,0,0,1,0,1,0.0,0,False,away,0.0,0.0,0.5166666666666667
Dana Evans,Aces,2025-07-24,15.0,0.0,0,1,0,0,0,0,5,0,1,0.0,0,False,away,0.0,0.0,0.8
Aaliyah Nye,Aces,2025-07-24,16.0,0.0,2,0,1,0,1,0,3,0,1,0.0,0,False,away,0.0,0.0,0.84375
Natasha Howard,Fever,2025-07-24,30.0,18.0,13,1,3,0,0,6,9,1,1,5.0,7,True,home,0.6666666666666666,1.0,0.7142857142857143
Aliyah Boston,Fever,2025-07-24,35.0,13.0,10,3,2,0,3,6,18,1,1,0.0,0,True,home,0.3333333333333333,1.0,0.7422842661214755
Kelsey Mitchell,Fever,2025-07-24,33.0,21.0,1,4,0,0,1,8,24,3,9,2.0,3,True,home,0.3333333333333333,0.3333333333333333,0.6666666666666666
Sophie Cunningham,Fever,2025-07-24,33.0,15.0,3,0,1,0,0,4,5,3,4,4.0,4,True,home,0.8,0.75,1.0
Aari McDonald,Fever,2025-07-24,22.0,9.0,2,4,2,0,3,3,4,3,3,0.0,0,True,home,0.75,1.0,0.7999999999999999
Damiris Dantas,Fever,2025-07-24,2.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,True,home,0.3195216049382716,0.2519047619047619,0.8888888888888888
Makayla Timpson,Fever,2025-07-24,7.0,0.0,4,0,0,0,0,0,1,0,0,0.0,0,True,home,0.0,0.0,0.6666666666666666
Sydney Colson,Fever,2025-07-24,18.0,4.0,1,4,0,0,5,2,5,0,2,0.0,0,True,home,0.4,0.0,0.8888888888888888
Lexie Hull,Fever,2025-07-24,19.0,0.0,2,1,1,1,0,0,5,0,3,0.0,0,True,home,0.0,0.0,0.7499999999999999
Brianna Turner,Fever,2025-07-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5492424242424242,0.0,0.5833333333333334
Caitlin Clark,Fever,2025-07-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3615432079232984,0.25957375957375955,0.8181818181818182
Brionna Jones,Dream,2025-07-23,24.0,8.0,6,4,0,3,0,3,7,1,1,1.0,2,True,away,0.42857142857142855,1.0,0.5
Brittney Griner,Dream,2025-07-23,26.0,17.0,8,1,0,0,2,8,12,0,2,1.0,1,True,away,0.6666666666666666,0.0,1.0
Allisha Gray,Dream,2025-07-23,37.0,28.0,7,6,1,0,2,10,16,3,5,5.0,6,True,away,0.625,0.6,0.8333333333333334
Jordin Canada,Dream,2025-07-23,36.0,14.0,3,6,1,0,3,5,14,1,4,3.0,4,True,away,0.35714285714285715,0.25,0.75
Maya Caldwell,Dream,2025-07-23,21.0,3.0,6,4,2,0,1,1,4,1,3,0.0,0,True,away,0.25,0.3333333333333333,0.8
Nia Coffey,Dream,2025-07-23,4.0,0.0,3,0,0,0,0,0,1,0,1,0.0,0,True,away,0.0,0.0,0.7105263157894737
Naz Hillmon,Dream,2025-07-23,26.0,9.0,1,3,0,0,0,4,7,1,3,0.0,0,True,away,0.5714285714285714,0.3333333333333333,0.8166666666666668
Shatori Walker-Kimbrough,Dream,2025-07-23,22.0,11.0,1,1,1,1,0,3,4,3,4,2.0,2,True,away,0.75,0.75,1.0
Te-Hina Paopao,Dream,2025-07-23,4.0,0.0,1,0,0,0,0,0,3,0,1,0.0,0,True,away,0.0,0.0,0.5714285714285714
Taylor Thierry,Dream,2025-07-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.13888888888888887,0.3333333333333333,0.25
Rhyne Howard,Dream,2025-07-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.35919956541280074,0.2889630944391006,0.8401225211570039
Alyssa Thomas,Mercury,2025-07-23,34.0,7.0,11,9,0,0,4,3,8,0,0,1.0,4,False,home,0.375,0.0,0.25
Kathryn Westbeld,Mercury,2025-07-23,18.0,3.0,2,2,0,0,0,1,5,0,2,1.0,2,False,home,0.2,0.0,0.5
Satou Sabally,Mercury,2025-07-23,21.0,13.0,1,1,1,0,2,4,10,3,7,2.0,2,False,home,0.4,0.42857142857142855,1.0
Sami Whitcomb,Mercury,2025-07-23,28.0,11.0,1,2,2,0,0,4,12,3,8,0.0,0,False,home,0.3333333333333333,0.375,0.8087121212121211
Kahleah Copper,Mercury,2025-07-23,22.0,10.0,1,0,0,0,1,4,11,2,5,0.0,0,False,home,0.36363636363636365,0.4,0.8971136887803555
DeWanna Bonner,Mercury,2025-07-23,25.0,18.0,2,1,0,1,0,5,11,2,5,6.0,7,False,home,0.45454545454545453,0.4,0.8571428571428571
Natasha Mack,Mercury,2025-07-23,19.0,8.0,7,3,1,2,0,2,3,0,0,4.0,4,False,home,0.6666666666666666,0.0,1.0
Kalani Brown,Mercury,2025-07-23,8.0,4.0,3,0,0,0,0,2,2,0,0,0.0,0,False,home,1.0,0.42857142857142855,0.7627450980392156
Kitija Laksa,Mercury,2025-07-23,12.0,2.0,1,0,1,0,1,0,2,0,1,2.0,2,False,home,0.0,0.0,1.0
Lexi Held,Mercury,2025-07-23,12.0,3.0,3,0,0,0,0,1,3,1,2,0.0,0,False,home,0.3333333333333333,0.5,0.8214285714285714
Kiana Williams,Mercury,2025-07-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.40410052910052907,0.25272108843537416,0.5
Monique Akoa Makani,Mercury,2025-07-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.42099972676895764,0.3568027210884353,0.931159420289855
Brionna Jones,Dream,2025-07-22,25.0,7.0,5,4,1,1,3,3,6,0,1,1.0,2,False,away,0.5,0.0,0.5
Brittney Griner,Dream,2025-07-22,25.0,9.0,4,0,0,0,2,4,8,0,0,1.0,2,False,away,0.5,0.29411764705882354,0.5
Allisha Gray,Dream,2025-07-22,36.0,24.0,8,2,2,0,5,7,16,5,11,5.0,6,False,away,0.4375,0.45454545454545453,0.8333333333333334
Jordin Canada,Dream,2025-07-22,37.0,12.0,4,6,1,0,5,4,13,2,3,2.0,3,False,away,0.3076923076923077,0.6666666666666666,0.6666666666666666
Maya Caldwell,Dream,2025-07-22,13.0,2.0,3,1,0,0,0,0,3,0,1,2.0,2,False,away,0.0,0.0,1.0
Nia Coffey,Dream,2025-07-22,5.0,0.0,1,0,0,0,1,0,1,0,1,0.0,0,False,away,0.0,0.0,0.7105263157894737
Naz Hillmon,Dream,2025-07-22,23.0,6.0,5,1,0,0,2,2,8,0,4,2.0,2,False,away,0.25,0.0,1.0
Taylor Thierry,Dream,2025-07-22,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.13888888888888887,0.3333333333333333,0.25
Shatori Walker-Kimbrough,Dream,2025-07-22,23.0,7.0,1,0,1,1,1,3,5,1,3,0.0,0,False,away,0.6,0.3333333333333333,0.775
Te-Hina Paopao,Dream,2025-07-22,12.0,5.0,0,1,0,0,0,2,5,1,3,0.0,0,False,away,0.4,0.3333333333333333,0.5714285714285714
Rhyne Howard,Dream,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.35919956541280074,0.2889630944391006,0.8401225211570039
NaLyssa Smith,Aces,2025-07-22,22.0,11.0,4,0,2,0,2,5,7,1,2,0.0,0,True,home,0.7142857142857143,0.5,0.5490514905149052
A'ja Wilson,Aces,2025-07-22,31.0,24.0,12,5,2,2,1,9,18,0,2,6.0,7,True,home,0.5,0.0,0.8571428571428571
Chelsea Gray,Aces,2025-07-22,30.0,9.0,2,5,1,0,2,3,7,1,2,2.0,2,True,home,0.42857142857142855,0.5,1.0
Jewell Loyd,Aces,2025-07-22,29.0,7.0,3,0,3,0,1,3,11,1,4,0.0,0,True,home,0.2727272727272727,0.25,0.8172222222222222
Jackie Young,Aces,2025-07-22,24.0,14.0,4,7,2,0,1,3,10,0,3,8.0,8,True,home,0.3,0.0,1.0
Kierstan Bell,Aces,2025-07-22,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3606741112422931,0.27337662337662344,0.75
Kiah Stokes,Aces,2025-07-22,9.0,0.0,4,0,0,2,2,0,0,0,0,0.0,0,True,home,0.3108843537414966,0.14705882352941177,0.625
Megan Gustafson,Aces,2025-07-22,18.0,6.0,2,0,0,0,0,2,4,2,3,0.0,0,True,home,0.5,0.6666666666666666,0.5166666666666667
Dana Evans,Aces,2025-07-22,23.0,14.0,2,2,2,0,0,5,9,1,3,3.0,4,True,home,0.5555555555555556,0.3333333333333333,0.75
Aaliyah Nye,Aces,2025-07-22,14.0,2.0,1,1,1,0,2,1,3,0,1,0.0,0,True,home,0.3333333333333333,0.0,0.84375
Li Yueru,Wings,2025-07-22,22.0,8.0,10,0,0,1,1,3,6,2,2,0.0,0,True,away,0.5,1.0,0.869047619047619
Luisa Geiselsoder,Wings,2025-07-22,24.0,13.0,3,2,0,0,2,4,7,3,5,2.0,2,True,away,0.5714285714285714,0.6,1.0
Arike Ogunbowale,Wings,2025-07-22,31.0,20.0,3,3,1,0,2,7,12,4,6,2.0,2,True,away,0.5833333333333334,0.6666666666666666,1.0
Paige Bueckers,Wings,2025-07-22,27.0,14.0,4,6,1,1,1,5,11,1,4,3.0,4,True,away,0.45454545454545453,0.25,0.75
JJ Quinerly,Wings,2025-07-22,21.0,9.0,7,4,1,0,3,3,8,0,2,3.0,3,True,away,0.375,0.0,1.0
Teaira McCowan,Wings,2025-07-22,3.0,2.0,1,0,0,0,1,1,1,0,0,0.0,0,True,away,1.0,0.5,0.7916666666666666
DiJonai Carrington,Wings,2025-07-22,17.0,4.0,6,1,0,0,2,1,7,0,1,2.0,4,True,away,0.14285714285714285,0.0,0.5
Grace Berger,Wings,2025-07-22,10.0,0.0,4,2,0,1,1,0,2,0,0,0.0,0,True,away,0.0,0.05,0.6666666666666666
Aziaha James,Wings,2025-07-22,14.0,7.0,4,1,1,1,1,3,6,0,2,1.0,2,True,away,0.5,0.0,0.5
Haley Jones,Wings,2025-07-22,31.0,10.0,6,6,2,3,1,5,11,0,1,0.0,0,True,away,0.45454545454545453,0.0,0.5818681318681319
Myisha Hines-Allen,Wings,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4481458356458356,0.30864197530864196,0.7469135802469135
Maddy Siegrist,Wings,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.48441168559946834,0.2631410256410256,0.692156862745098
Tyasha Harris,Wings,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4023809523809524,0.5166666666666666,1.0
Nneka Ogwumike,Storm,2025-07-22,26.0,22.0,2,0,0,0,0,10,19,2,4,0.0,0,False,home,0.5263157894736842,0.5,0.8366096866096865
Gabby Williams,Storm,2025-07-22,27.0,14.0,6,8,4,0,2,5,14,1,3,3.0,3,False,home,0.35714285714285715,0.3333333333333333,1.0
Ezi Magbegor,Storm,2025-07-22,27.0,12.0,9,3,1,1,3,2,7,0,2,8.0,8,False,home,0.2857142857142857,0.0,1.0
Erica Wheeler,Storm,2025-07-22,29.0,4.0,7,2,2,1,0,2,11,0,4,0.0,0,False,home,0.18181818181818182,0.0,0.8895833333333334
Tiffany Mitchell,Storm,2025-07-22,29.0,2.0,0,1,0,2,0,1,6,0,1,0.0,1,False,home,0.16666666666666666,0.0,0.0
Alysha Clark,Storm,2025-07-22,14.0,0.0,2,1,0,0,0,0,2,0,2,0.0,0,False,home,0.0,0.0,0.7833333333333332
Mackenzie Holmes,Storm,2025-07-22,4.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,False,home,0.6666666666666666,0.0,0.0
Dominique Malonga,Storm,2025-07-22,13.0,0.0,5,1,0,1,2,0,6,0,1,0.0,0,False,home,0.0,0.0,0.573051948051948
Lexie Brown,Storm,2025-07-22,20.0,2.0,2,2,0,0,0,1,6,0,3,0.0,0,False,home,0.16666666666666666,0.0,0.6666666666666666
Zia Cooke,Storm,2025-07-22,12.0,7.0,1,0,0,0,2,2,4,1,1,2.0,2,False,home,0.5,1.0,1.0
Katie Lou Samuelson,Storm,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.0,0.0,0.0
Skylar Diggins,Storm,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.41593702309152547,0.34011387163561074,0.7981707317073171
Natasha Howard,Fever,2025-07-22,27.0,13.0,6,0,3,1,4,4,8,0,1,5.0,6,False,away,0.5,0.0,0.8333333333333334
Aliyah Boston,Fever,2025-07-22,30.0,15.0,12,6,2,0,5,7,13,0,1,1.0,1,False,away,0.5384615384615384,0.0,1.0
Kelsey Mitchell,Fever,2025-07-22,35.0,29.0,2,2,2,0,3,11,21,3,9,4.0,4,False,away,0.5238095238095238,0.3333333333333333,1.0
Sophie Cunningham,Fever,2025-07-22,33.0,15.0,3,0,1,0,1,5,8,5,8,0.0,0,False,away,0.625,0.625,0.8771929824561402
Aari McDonald,Fever,2025-07-22,31.0,5.0,4,6,3,0,4,2,8,0,4,1.0,1,False,away,0.25,0.0,1.0
Damiris Dantas,Fever,2025-07-22,9.0,0.0,2,0,0,0,1,0,5,0,3,0.0,0,False,away,0.0,0.0,0.8888888888888888
Sydney Colson,Fever,2025-07-22,14.0,0.0,0,2,1,0,1,0,1,0,1,0.0,0,False,away,0.0,0.0,0.8888888888888888
Lexie Hull,Fever,2025-07-22,21.0,7.0,1,2,1,0,0,2,10,2,6,1.0,2,False,away,0.2,0.3333333333333333,0.5
Brianna Turner,Fever,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5492424242424242,0.0,0.5833333333333334
Makayla Timpson,Fever,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5819444444444445,0.0,0.6666666666666666
Caitlin Clark,Fever,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3615432079232984,0.25957375957375955,0.8181818181818182
Breanna Stewart,Liberty,2025-07-22,36.0,17.0,4,6,3,1,3,6,11,0,1,5.0,5,True,home,0.5454545454545454,0.0,1.0
Leonie Fiebich,Liberty,2025-07-22,34.0,17.0,5,2,1,0,1,5,7,2,2,5.0,6,True,home,0.7142857142857143,1.0,0.8333333333333334
Jonquel Jones,Liberty,2025-07-22,23.0,18.0,9,2,0,1,2,5,13,3,7,5.0,5,True,home,0.38461538461538464,0.42857142857142855,1.0
Natasha Cloud,Liberty,2025-07-22,26.0,10.0,3,4,2,0,3,3,5,2,2,2.0,2,True,home,0.6,1.0,1.0
Sabrina Ionescu,Liberty,2025-07-22,29.0,13.0,5,9,0,2,4,5,15,3,6,0.0,0,True,home,0.3333333333333333,0.5,0.9344525844525845
Isabelle Harrison,Liberty,2025-07-22,17.0,13.0,5,0,2,0,2,5,6,0,0,3.0,3,True,home,0.8333333333333334,0.19230769230769232,1.0
Stephanie Talbot,Liberty,2025-07-22,4.0,0.0,0,1,1,0,3,0,0,0,0,0.0,0,True,home,0.3565873015873016,0.21180555555555555,0.6683333333333333
Kennedy Burke,Liberty,2025-07-22,17.0,7.0,2,0,0,0,1,3,5,1,2,0.0,0,True,home,0.6,0.5,0.7840909090909091
Marine Johannes,Liberty,2025-07-22,15.0,3.0,1,1,0,1,0,1,2,1,2,0.0,0,True,home,0.5,0.5,0.84375
Nyara Sabally,Liberty,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.4575892857142857,0.125,0.7404761904761905
Rebekah Gardner,Liberty,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.4126068376068376,0.4666666666666667,0.8055555555555555
Jaylyn Sherrod,Liberty,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.28541666666666665,0.23809523809523808,0.7666666666666666
Angel Reese,Sky,2025-07-22,30.0,11.0,11,2,0,1,9,4,8,0,0,3.0,4,False,away,0.5,0.15555555555555553,0.75
Kamilla Cardoso,Sky,2025-07-22,24.0,10.0,10,2,1,0,4,4,12,0,0,2.0,2,False,away,0.3333333333333333,0.5,1.0
Rachel Banham,Sky,2025-07-22,25.0,8.0,1,0,0,0,3,2,4,2,4,2.0,2,False,away,0.5,0.5,1.0
Rebecca Allen,Sky,2025-07-22,28.0,3.0,2,1,0,0,0,1,5,1,3,0.0,0,False,away,0.2,0.3333333333333333,0.5966666666666667
Kia Nurse,Sky,2025-07-22,33.0,16.0,8,1,1,0,2,5,10,3,5,3.0,4,False,away,0.5,0.6,0.75
Maddy Westbeld,Sky,2025-07-22,12.0,9.0,1,0,0,0,0,3,4,1,1,2.0,2,False,away,0.75,1.0,1.0
Elizabeth Williams,Sky,2025-07-22,20.0,4.0,1,1,1,1,1,2,7,0,0,0.0,0,False,away,0.2857142857142857,0.0,0.6798076923076923
Hailey Van Lith,Sky,2025-07-22,27.0,7.0,2,4,3,0,2,3,11,0,3,1.0,2,False,away,0.2727272727272727,0.0,0.5
Michaela Onyenwere,Sky,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3874265301094569,0.3261904761904762,0.8559523809523809
Courtney Vandersloot,Sky,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5079143079143079,0.3,0.8933333333333333
Moriah Jefferson,Sky,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.25,0.25,0.0
Ariel Atkins,Sky,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4443187123334182,0.3652236652236653,0.873904761904762
Marquesha Davis,Sky,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.19999999999999998,0.0,0.875
Bridget Carleton,Lynx,2025-07-22,31.0,11.0,5,0,3,1,1,4,8,3,7,0.0,0,True,home,0.5,0.42857142857142855,0.7678571428571429
Alanna Smith,Lynx,2025-07-22,27.0,10.0,4,2,1,1,1,3,7,2,6,2.0,2,True,home,0.42857142857142855,0.3333333333333333,1.0
Napheesa Collier,Lynx,2025-07-22,30.0,19.0,8,4,1,4,0,8,16,1,4,2.0,2,True,home,0.5,0.25,1.0
Kayla McBride,Lynx,2025-07-22,29.0,19.0,5,3,1,0,2,8,14,3,7,0.0,0,True,home,0.5714285714285714,0.42857142857142855,0.9356971153846154
Courtney Williams,Lynx,2025-07-22,31.0,10.0,1,7,1,0,1,3,11,0,1,4.0,5,True,home,0.2727272727272727,0.0,0.8
Jessica Shepard,Lynx,2025-07-22,13.0,7.0,1,1,0,0,0,3,6,0,0,1.0,1,True,home,0.5,0.0,1.0
Maria Kliundikova,Lynx,2025-07-22,10.0,2.0,4,0,1,2,1,0,2,0,1,2.0,4,True,home,0.0,0.0,0.5
Diamond Miller,Lynx,2025-07-22,10.0,8.0,3,0,0,0,0,0,1,0,1,8.0,8,True,home,0.0,0.0,1.0
Anastasiia Olairi Kosu,Lynx,2025-07-22,3.0,1.0,0,0,0,0,0,0,0,0,0,1.0,2,True,home,0.5088888888888888,0.0,0.5
Natisha Hiedeman,Lynx,2025-07-22,15.0,4.0,0,3,1,0,2,2,5,0,2,0.0,0,True,home,0.4,0.0,0.7635714285714285
Karlie Samuelson,Lynx,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.31538461538461543,0.291025641025641,0.9166666666666666
Dearica Hamby,Sparks,2025-07-22,33.0,24.0,14,3,2,1,6,10,14,0,2,4.0,8,True,away,0.7142857142857143,0.0,0.5
Azura Stevens,Sparks,2025-07-22,24.0,15.0,6,1,1,0,2,6,11,2,5,1.0,1,True,away,0.5454545454545454,0.4,1.0
Rickea Jackson,Sparks,2025-07-22,35.0,22.0,3,4,0,0,2,7,17,4,8,4.0,4,True,away,0.4117647058823529,0.5,1.0
Kelsey Plum,Sparks,2025-07-22,32.0,11.0,4,7,2,0,3,4,9,3,6,0.0,0,True,away,0.4444444444444444,0.5,0.8973975636766336
Julie Allemand,Sparks,2025-07-22,29.0,8.0,2,4,2,0,1,3,4,1,1,1.0,1,True,away,0.75,1.0,1.0
Sania Feagin,Sparks,2025-07-22,7.0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,True,away,0.2916666666666667,0.0,0.0
Julie Vanloo,Sparks,2025-07-22,17.0,3.0,1,2,0,0,1,1,4,1,4,0.0,0,True,away,0.25,0.25,0.625
Rae Burrell,Sparks,2025-07-22,17.0,7.0,1,2,0,1,1,3,7,1,4,0.0,0,True,away,0.42857142857142855,0.25,0.778125
Sarah Ashlee Barker,Sparks,2025-07-22,5.0,3.0,0,1,0,0,0,1,2,1,1,0.0,0,True,away,0.5,1.0,0.725
Emma Cannon,Sparks,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.47648809523809527,0.34259259259259256,0.6818181818181818
Cameron Brink,Sparks,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4284832451499118,0.2885416666666667,0.75
Shakira Austin,Mystics,2025-07-22,28.0,17.0,6,2,4,2,4,8,14,0,0,1.0,2,False,home,0.5714285714285714,0.15384615384615385,0.5
Kiki Iriafen,Mystics,2025-07-22,25.0,13.0,4,1,0,0,2,4,7,0,0,5.0,8,False,home,0.5714285714285714,0.22857142857142856,0.625
Brittney Sykes,Mystics,2025-07-22,33.0,18.0,3,5,2,0,4,7,16,1,4,3.0,3,False,home,0.4375,0.25,1.0
Sug Sutton,Mystics,2025-07-22,35.0,8.0,2,4,0,0,3,3,6,2,4,0.0,0,False,home,0.5,0.5,0.7850877192982456
Sonia Citron,Mystics,2025-07-22,30.0,7.0,4,6,3,1,0,2,7,1,3,2.0,2,False,home,0.2857142857142857,0.3333333333333333,1.0
Aaliyah Edwards,Mystics,2025-07-22,10.0,7.0,4,0,0,1,2,1,3,0,0,5.0,6,False,home,0.3333333333333333,0.0,0.8333333333333334
Stefanie Dolson,Mystics,2025-07-22,17.0,8.0,0,1,0,0,0,3,4,2,2,0.0,0,False,home,0.75,1.0,0.7222222222222222
Lucy Olsen,Mystics,2025-07-22,6.0,2.0,1,0,0,0,0,1,1,0,0,0.0,0,False,home,1.0,0.25092165898617513,0.8541666666666666
Jade Melbourne,Mystics,2025-07-22,18.0,6.0,2,3,0,0,0,1,3,1,1,3.0,4,False,home,0.3333333333333333,1.0,0.75
Emily Engstler,Mystics,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.38402494331065756,0.25260416666666663,0.6145833333333334
Georgia Amoore,Mystics,2025-07-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.0,0.0,0.0
Nneka Ogwumike,TEAM COLLIER,2025-07-19,19.0,16.0,7,3,0,0,2,7,8,2,2,0.0,0,True,away,0.875,1.0,0.8366096866096865
Breanna Stewart,TEAM COLLIER,2025-07-19,21.0,8.0,4,2,0,0,1,4,8,0,2,0.0,0,True,away,0.5,0.0,0.8590580330818022
Napheesa Collier,TEAM COLLIER,2025-07-19,19.0,36.0,9,1,1,0,1,13,16,4,5,6.0,6,True,away,0.8125,0.8,1.0
Allisha Gray,TEAM COLLIER,2025-07-19,16.0,18.0,0,2,0,0,0,5,12,5,12,3.0,3,True,away,0.4166666666666667,0.4166666666666667,1.0
Paige Bueckers,TEAM COLLIER,2025-07-19,22.0,6.0,2,8,0,0,0,2,6,1,5,1.0,1,True,away,0.3333333333333333,0.2,1.0
Alyssa Thomas,TEAM COLLIER,2025-07-19,13.0,6.0,4,4,0,0,2,3,4,0,0,0.0,0,True,away,0.75,0.0,0.6755693581780539
Angel Reese,TEAM COLLIER,2025-07-19,17.0,6.0,9,2,1,0,1,3,7,0,1,0.0,0,True,away,0.42857142857142855,0.0,0.7286112355077872
Skylar Diggins,TEAM COLLIER,2025-07-19,21.0,11.0,11,15,0,0,1,4,8,1,5,2.0,2,True,away,0.5,0.2,1.0
Kayla McBride,TEAM COLLIER,2025-07-19,19.0,15.0,3,0,0,0,1,4,12,4,12,3.0,3,True,away,0.3333333333333333,0.3333333333333333,1.0
